value,time
119.581785,1674691200000
132.2108575,1674694800000
154.4691775,1674698400000
190.014375,1674702000000
108.29895,1674705600000
162.568055,1674709200000
132.2189,1674712800000
164.8170325,1674716400000
100.91634,1674720000000
180.4158025,1674723600000
129.5998225,1674727200000
171.55704,1674730800000
144.2371475,1674734400000
132.5095125,1674738000000
123.0027525,1674741600000
156.14335,1674745200000
99.0649425,1674748800000
186.6835,1674752400000
149.530305,1674756000000
186.272625,1674759600000
170.251125,1674763200000
136.3797825,1674766800000
126.985365,1674770400000
172.6363225,1674774000000
171.9373,1674777600000
184.9414,1674781200000
163.124725,1674784800000
176.24898,1674788400000
163.077595,1674792000000
169.797275,1674795600000
188.597775,1674799200000
143.71413,1674802800000
178.743525,1674806400000
173.0196675,1674810000000
159.3700325,1674813600000
154.00106,1674817200000
189.187825,1674820800000
108.4094575,1674824400000
170.20128,1674828000000
128.565,1674831600000
142.8455225,1674835200000
151.700675,1674838800000
135.5302175,1674842400000
138.8420825,1674846000000
94.01489,1674849600000
145.64199,1674853200000
165.2809,1674856800000
141.93665,1674860400000
117.6003375,1674864000000
174.52,1674867600000
196.280675,1674871200000
154.1477475,1674874800000
183.6162125,1674878400000
163.9109075,1674882000000
182.876525,1674885600000
228.25215,1674889200000
133.188225,1674892800000
192.08295,1674896400000
158.1082625,1674900000000
195.6977325,1674903600000
149.926025,1674907200000
160.36195,1674910800000
171.915875,1674914400000
185.1848,1674918000000
185.03385,1674921600000
126.691225,1674925200000
162.6131225,1674928800000
93.21015,1674932400000
104.0547175,1674936000000
98.4931575,1674939600000
98.9761725,1674943200000
148.1554375,1674946800000
120.5107275,1674950400000
188.774075,1674954000000
207.895775,1674957600000
93.5762575,1674961200000
145.15923,1674964800000
204.04725,1674968400000
158.23755,1674972000000
132.42854,1674975600000
179.998175,1674979200000
155.817395,1674982800000
161.2772575,1674986400000
129.315155,1674990000000
100.037635,1674993600000
176.04597,1674997200000
114.9351525,1675000800000
123.926325,1675004400000
133.8813025,1675008000000
108.4525475,1675011600000
104.43656,1675015200000
116.804435,1675018800000
103.888715,1675022400000
110.545635,1675026000000
100.8133075,1675029600000
117.21684,1675033200000
101.5647225,1675036800000
108.5307075,1675040400000
114.0081625,1675044000000
141.3567675,1675047600000
118.7083975,1675051200000
155.9155075,1675054800000
126.233175,1675058400000
117.569145,1675062000000
141.66693,1675065600000
143.9874,1675069200000
134.0845125,1675072800000
144.000685,1675076400000
164.06715,1675080000000
121.9671075,1675083600000
176.33725,1675087200000
159.811175,1675090800000
134.10218,1675094400000
200.27485,1675098000000
225.3588,1675101600000
211.509775,1675105200000
164.099025,1675108800000
149.21293,1675112400000
188.4787175,1675116000000
175.191075,1675119600000
146.6418725,1675123200000
171.073825,1675126800000
172.3513425,1675130400000
189.36294,1675134000000
179.568,1675137600000
184.479875,1675141200000
177.707125,1675144800000
159.04161,1675148400000
157.3413175,1675152000000
151.6163025,1675155600000
139.49054,1675159200000
162.1181,1675162800000
229.7424,1675166400000
162.453975,1675170000000
218.598475,1675173600000
168.6423,1675177200000
249.065125,1675180800000
190.82105,1675184400000
173.75031,1675188000000
134.65152,1675191600000
205.28885,1675195200000
165.3881,1675198800000
217.699425,1675202400000
202.104825,1675206000000
235.947975,1675209600000
224.634425,1675213200000
228.5961,1675216800000
165.39835,1675220400000
190.5086,1675224000000
172.006895,1675227600000
224.51865,1675231200000
223.755475,1675234800000
233.34165,1675238400000
241.7225,1675242000000
186.1423,1675245600000
222.738875,1675249200000
218.3062,1675252800000
